lambda_um,component,amplitude,abs_amplitude,sign,prominence,left_um,right_um,width_um,rel_height,max_abs_in_component,evr_component,norm_prominence,score,suggested_FWHM_um,selected_for_set,selection_rank
7.336757153,E1,6.6174637772117615,6.6174637772117615,1,6.613784971628836,2.502070854443259,5.5142485145450655,3.0121776601018064,0.5,6.6174637772117615,0.7115982448183931,0.9994440762039992,0.7112026504209061,3.0121776601018064,True,1.0
7.86163522,E1,6.530518336926765,6.530518336926765,1,6.430804516205914,2.502073699916487,7.853567354279743,5.3514936543632565,0.5,6.6174637772117615,0.7115982448183931,0.9717929304503884,0.6915261436354191,5.0,True,2.0
8.250825083,E1,5.135192443059061,5.135192443059061,1,4.916761369056418,2.501674161615877,8.24618369541228,5.744509533796402,0.5,6.6174637772117615,0.7115982448183931,0.7429978515315837,0.5287159670537119,5.0,False,
12.18026797,E1,-3.703058360626252,3.703058360626252,-1,3.551937278540055,2.501205021880927,12.079248248109758,9.578043226228832,0.5,6.6174637772117615,0.7115982448183931,0.5367520545819516,0.3819518199431831,5.0,True,3.0
13.08900524,E1,-3.503311723826442,3.503311723826442,-1,3.2709200399967693,2.5011679703373417,13.009059001525815,10.507891031188473,0.5,6.6174637772117615,0.7115982448183931,0.4942860512906285,0.3517330865366255,5.0,True,4.0
8.802816901,E1,3.014070857700049,3.014070857700049,1,2.7695402654747943,2.5010187640951416,8.798746188690227,6.297727424595086,0.5,6.6174637772117615,0.7115982448183931,0.41851989806308054,0.2978180248832609,5.0,True,5.0
12.67427123,E2,5.646831211866628,5.646831211866628,1,5.6415373712951835,2.5017675600597826,12.630458516191862,10.128690956132079,0.5,5.646831211866628,0.2687181856618691,0.9990625112788355,0.2684662653936393,5.0,False,
14.3472023,E1,2.3851492137564865,2.3851492137564865,1,2.186651787738278,2.5008076824400667,13.984354943105552,11.483547260665485,0.5,6.6174637772117615,0.7115982448183931,0.33043653299143766,0.23513805690058207,5.0,True,6.0
4.957858205,E1,2.0362548212427383,2.0362548212427383,1,2.03297805458191,2.500637518891377,4.951576384505373,2.4509388656139954,0.5,6.6174637772117615,0.7115982448183931,0.3072140812591642,0.21861300100751643,2.4509388656139954,True,7.0
11.42857143,E1,-3.506177138991627,3.506177138991627,-1,1.8269305541253174,2.5016215334143816,11.378039584132873,8.876418050718492,0.5,6.6174637772117615,0.7115982448183931,0.2760771521586003,0.1964560169105204,5.0,True,8.0
4.666355576,E1,-1.36482884631319,1.36482884631319,-1,1.3319572543789506,2.5004368904075864,4.662682886271079,2.1622459958634925,0.5,6.6174637772117615,0.7115982448183931,0.20127911526554132,0.14322986514155822,2.1622459958634925,False,
4.784688995,E1,1.3904066866419538,1.3904066866419538,1,1.3208004097968535,2.5004563679321006,4.782954980794379,2.2824986128622786,0.5,6.6174637772117615,0.7115982448183931,0.1995931453898138,0.14203013193717384,2.2824986128622786,False,
9.578544061,E1,-2.488876789380108,2.488876789380108,-1,1.1442703651024724,2.5011985494560816,9.535726484168093,7.0345279347120115,0.5,6.6174637772117615,0.7115982448183931,0.1729167553652414,0.12304725961759723,5.0,True,9.0
8.431703204,E2,3.3662877718047275,3.3662877718047275,1,2.2412980359335224,2.5014043413106544,8.42807427271089,5.9266699314002365,0.5,5.646831211866628,0.2687181856618691,0.39691252524486814,0.1066576136502718,5.0,False,
10.79913607,E1,-3.267481721343765,3.267481721343765,-1,0.9768135745478768,2.501738156070392,10.55775060258357,8.056012446513177,0.5,6.6174637772117615,0.7115982448183931,0.1476114728291649,0.10504006498029166,5.0,True,10.0
10.2145046,E1,-2.913807086910305,2.913807086910305,-1,0.8897897775167309,2.501544061813184,9.908904799178652,7.407360737365468,0.5,6.6174637772117615,0.7115982448183931,0.1344608459483914,0.09568210197367165,5.0,True,11.0
8.810572687,E2,3.08787064122716,3.08787064122716,1,1.4583603132477285,2.5014750870488363,8.805508675988586,6.304033588939749,0.5,5.646831211866628,0.2687181856618691,0.25826171502754197,0.06939961948812376,5.0,False,
16.89189189,E1,1.076697208883543,1.076697208883543,1,0.6234648549500372,2.500478222322886,16.792281091553477,14.29180286923059,0.5,6.6174637772117615,0.7115982448183931,0.09421507634043012,0.06704328295928098,5.0,True,12.0
4.496402878,E1,-1.1376508692311629,1.1376508692311629,-1,0.5990462449986558,2.5005239605896357,4.488182963864161,1.9876590032745254,0.5,6.6174637772117615,0.7115982448183931,0.09052505086035563,0.06441746730432484,1.9876590032745254,False,
4.355400697,E1,0.5696254511567945,0.5696254511567945,1,0.5475583271464652,2.500184950081761,4.212927896081064,1.7127429459993033,0.5,6.6174637772117615,0.7115982448183931,0.08274443889395591,0.058880797485421806,1.7127429459993033,False,
8.064516129,E2,3.0313921324621447,3.0313921324621447,1,1.1897806535248208,2.5015237799729744,8.058298790867328,5.556775010894354,0.5,5.646831211866628,0.2687181856618691,0.21069881653705821,0.05661860370094131,5.0,False,
13.77410468,E2,1.2061753989469737,1.2061753989469737,1,1.1415902343429796,2.5003972117954336,13.763345544385206,11.262948332589772,0.5,5.646831211866628,0.2687181856618691,0.2021647524976425,0.05432534549594732,5.0,False,
7.04721635,E1,6.393814665237104,6.393814665237104,1,0.4795405935968917,2.5038522245186527,7.034625610525756,4.5307733860071036,0.5,6.6174637772117615,0.7115982448183931,0.0724659189292826,0.05156662071922946,4.5307733860071036,False,
7.73993808,E2,2.017103819060285,2.017103819060285,1,1.0778602444822398,2.5009242388239756,7.73552082165385,5.234596582829875,0.5,5.646831211866628,0.2687181856618691,0.19087877856472005,0.05129259905726524,5.0,False,
9.372071228,E2,2.737209110747463,2.737209110747463,1,0.9886827484225582,2.501402607257905,9.366294690557476,6.864892083299571,0.5,5.646831211866628,0.2687181856618691,0.17508629376859614,0.04704887119575817,5.0,False,
18.65671642,E1,0.4585626923628435,0.4585626923628435,1,0.41405156837642304,2.500157249807367,18.611057016737156,16.11089976692979,0.5,6.6174637772117615,0.7115982448183931,0.06256952547322923,0.044524364505869655,5.0,False,
5.277044855,E1,2.91554378403032,2.91554378403032,1,0.3629432306277778,2.5017099941498837,5.2741832219444715,2.772473227794588,0.5,6.6174637772117615,0.7115982448183931,0.05484627386667801,0.03902851221835697,2.772473227794588,False,
4.861448712,E2,-0.5945885834488067,0.5945885834488067,-1,0.5021537267791393,2.500214748412865,4.8578806719442325,2.3576659235313673,0.5,5.646831211866628,0.2687181856618691,0.0889266400815877,0.023896205379730293,2.3576659235313673,False,
4.498425551,E2,-1.049826626789077,1.049826626789077,-1,0.44677854227409697,2.50051665227151,4.467158509571926,1.9666418573004165,0.5,5.646831211866628,0.2687181856618691,0.07912022256574744,0.021261042657030927,1.9666418573004165,False,
5.070993915,E2,0.4286870069415967,0.4286870069415967,1,0.428176784308531,2.500134157611626,5.0621214600419275,2.5619873024303015,0.5,5.646831211866628,0.2687181856618691,0.07582602848279434,0.020375832799841703,2.5619873024303015,False,
10.58201058,E2,4.1758983613268805,4.1758983613268805,1,0.38345069879899274,2.5024925937860756,10.577318387132957,8.074825793346882,0.5,5.646831211866628,0.2687181856618691,0.06790546492574169,0.018247433331370997,5.0,False,
15.92356688,E2,-0.4706862912373098,0.4706862912373098,-1,0.3601765946956973,2.500181669079468,15.411982980673992,12.911801311594523,0.5,5.646831211866628,0.2687181856618691,0.06378384286372828,0.01713987852888282,5.0,False,
10.01001001,E2,3.3090440046845133,3.3090440046845133,1,0.3578252463969003,2.501957881737423,9.996460452020974,7.494502570283551,0.5,5.646831211866628,0.2687181856618691,0.0633674414855791,0.017027983906039473,5.0,False,
7.633587786,E3,2.143629813350945,2.143629813350945,1,2.1431807344294307,2.500670214440335,7.624254374138896,5.123584159698561,0.5,2.143629813350945,0.0168507641941247,0.9997905053761067,0.01684723404961754,5.0,False,
4.610419548,E2,-0.9896269626032274,0.9896269626032274,-1,0.32635742401109913,2.5005166590825505,4.607347238059751,2.106830578977201,0.5,5.646831211866628,0.2687181856618691,0.05779478999217647,0.015530511107406412,2.106830578977201,False,
18.01801802,E2,-0.5488123191777896,0.5488123191777896,-1,0.30116565721806143,2.500248955555406,18.00281656557026,15.502567610014854,0.5,5.646831211866628,0.2687181856618691,0.053333568140866656,0.014331699665687354,5.0,False,
8.517887564,E3,1.7799325715330925,1.7799325715330925,1,1.7782544161683802,2.500556892317792,8.50384696756959,6.0032900752517975,0.5,2.143629813350945,0.0168507641941247,0.8295529410409691,0.013978600996024,5.0,False,
8.045052293,E3,1.8380837034263229,1.8380837034263229,1,1.6088968957480736,2.500646193809655,8.040195515656096,5.539549321846441,0.5,2.143629813350945,0.0168507641941247,0.7505479191078374,0.012647306001277147,5.0,False,
8.920606601,E3,1.4810405775780908,1.4810405775780908,1,1.4765191674409675,2.500464353994996,8.915258993026637,6.414794639031641,0.5,2.143629813350945,0.0168507641941247,0.6887939131303912,0.011606703808508635,5.0,False,
11.72332943,E3,1.3734430538191813,1.3734430538191813,1,1.3726315714350796,2.500429561734417,11.715926776870004,9.215497215135587,0.5,2.143629813350945,0.0168507641941247,0.6403305099071035,0.010790058428748231,5.0,False,
12.53132832,E3,1.23257878022031,1.23257878022031,1,1.1781852448983343,2.5004022792324476,12.514384460051403,10.013982180818955,0.5,2.143629813350945,0.0168507641941247,0.5496215986362788,0.009261543954617783,5.0,False,
9.380863039,E3,1.1908661661470703,1.1908661661470703,1,1.158240414058552,2.5003824366568184,9.37573802904483,6.875355592388012,0.5,2.143629813350945,0.0168507641941247,0.5403173658272545,0.009104760521545678,5.0,False,
5.316321106,E3,1.060234145303011,1.060234145303011,1,1.0584569902800218,2.500331961368233,5.308958290517304,2.808626329149071,0.5,2.143629813350945,0.0168507641941247,0.49376855261470287,0.008320377446584613,2.808626329149071,False,
13.51351351,E3,0.9527348527047902,0.9527348527047902,1,0.9274441523623796,2.5003057092713203,13.410271173898566,10.909965464627247,0.5,2.143629813350945,0.0168507641941247,0.43265126589772,0.007290504459932025,5.0,False,
5.012531328,E3,0.8534403349588597,0.8534403349588597,1,0.8526922140254436,2.500267000519166,5.003547780484535,2.503280779965369,0.5,2.143629813350945,0.0168507641941247,0.39777960201650026,0.006702890274812815,2.503280779965369,False,
11.00110011,E3,0.7191301444911321,0.7191301444911321,1,0.691495464644749,2.5002334222552616,10.993321710336806,8.493088288081545,0.5,2.143629813350945,0.0168507641941247,0.3225815671801074,0.005435745921923185,5.0,False,
16.33986928,E3,0.6532778287432577,0.6532778287432577,1,0.6496292430027992,2.5002053407447864,16.322533548947852,13.822328208203066,0.5,2.143629813350945,0.0168507641941247,0.3030510393897218,0.005106641603540598,5.0,False,
7.241129616,E3,0.7032577100531029,0.7032577100531029,1,0.6069082004356102,2.50024993962551,7.237879888876312,4.737629949250802,0.5,2.143629813350945,0.0168507641941247,0.28312173895682335,0.004770817661391959,4.737629949250802,False,
4.84496124,E3,0.6197310472568424,0.6197310472568424,1,0.5671334209630956,2.500210155152121,4.843877705688504,2.343667550536383,0.5,2.143629813350945,0.0168507641941247,0.264566865711084,0.004458153867676132,2.343667550536383,False,
6.858710562,E3,-0.5561348753048864,0.5561348753048864,-1,0.5515978714519697,2.5001752536946436,6.762341267676053,4.2621660139814095,0.5,2.143629813350945,0.0168507641941247,0.2573195558377246,0.0043360311579584004,4.2621660139814095,False,
4.725897921,E3,0.5249384470080263,0.5249384470080263,1,0.5238429588564819,2.500164426635384,4.72459977930647,2.2244353526710854,0.5,2.143629813350945,0.0168507641941247,0.24437193194173998,0.00411785380081295,2.2244353526710854,False,
5.497526113,E3,0.4856049912201039,0.4856049912201039,1,0.47518469943795194,2.50015504659091,5.49277828259433,2.9926232360034195,0.5,2.143629813350945,0.0168507641941247,0.221672929009668,0.00373535825496286,2.9926232360034195,False,
6.112469438,E3,-0.484889538173486,0.484889538173486,-1,0.4676000537901225,2.5001569701145128,5.7979767768493105,3.2978198067347977,0.5,2.143629813350945,0.0168507641941247,0.2181347035191515,0.0036757364515565254,3.2978198067347977,False,
10.37344398,E3,-0.4936741347234904,0.4936741347234904,-1,0.42174632404253165,2.5001767947248905,10.355759071961794,7.855582277236904,0.5,2.143629813350945,0.0168507641941247,0.19674400935078118,0.0033152869081766786,5.0,False,
4.458314757,E3,0.3843517496830618,0.3843517496830618,1,0.381252930327504,2.500121108523969,4.4448574690159255,1.9447363604919565,0.5,2.143629813350945,0.0168507641941247,0.17785390366983436,0.0029969741917449484,1.9447363604919565,False,
18.08318264,E3,0.4728129363545557,0.4728129363545557,1,0.3507238993196072,2.500185953269038,18.054711040443348,15.554525087174309,0.5,2.143629813350945,0.0168507641941247,0.16361215781532346,0.002756989890637932,5.0,False,
14.97005988,E3,-0.2986731499970297,0.2986731499970297,-1,0.29117418111434124,2.5000957026685753,14.888199008730467,12.388103306061891,0.5,2.143629813350945,0.0168507641941247,0.135832306166322,0.002288878161152842,5.0,False,
4.572473708,E3,0.3418556618889617,0.3418556618889617,1,0.2016926628967987,2.5001506684289807,4.571260148693384,2.0711094802644037,0.5,2.143629813350945,0.0168507641941247,0.09408931600065339,0.0015854768771134942,2.0711094802644037,False,
4.184100418,E3,0.2000754299798072,0.2000754299798072,1,0.1978497801629675,2.5000632348669205,4.180617560772054,1.6805543259051339,0.5,2.143629813350945,0.0168507641941247,0.0922966171354403,0.0015552685312647135,1.6805543259051339,False,
9.861932939,E3,0.3622645503608676,0.3622645503608676,1,0.19036744532625047,2.50016696718192,9.85933745164898,7.359170484467059,0.5,2.143629813350945,0.0168507641941247,0.08880611948042748,0.0014964509783599474,5.0,False,
5.691519636,E3,-0.4287763402463809,0.4287763402463809,-1,0.1861268722826338,2.5002098729362787,5.6871455217767695,3.1869356488404907,0.5,2.143629813350945,0.0168507641941247,0.08682789869939264,0.0014631164464548121,3.1869356488404907,False,
4.301075269,E3,-0.1976979365933374,0.1976979365933374,-1,0.1858829479161222,2.5000654891311553,4.195854757021386,1.6957892678902304,0.5,2.143629813350945,0.0168507641941247,0.08671410835882525,0.0014611989922583418,1.6957892678902304,False,
19.92031873,E3,-0.1788739556739376,0.1788739556739376,-1,0.1160927380283875,2.500075536090766,19.887203155134976,17.38712761904421,0.5,2.143629813350945,0.0168507641941247,0.054157083142499354,0.0009125882374758625,5.0,False,
